file,page,total_pages,province,constituency,district,sub_district,station_range,vote_type,form_type,ocr_vote_type,ocr_constituency,ocr_station_no,ocr_village_no,ocr_sub_district,ocr_district,registered_voters,turnout,ballots_received,valid_ballots,invalid_ballots,no_vote_ballots,remaining_ballots,total_votes,candidates_count,candidates_json
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.ช่องสามหมอ-แบ่งเขต-หน่วยที่ 1-9.pdf,3,18,ชัยภูมิ,7,แก้งคร้อ,ช่องสามหมอ,1-9,แบ่งเขต,สส.5/18,แบ่งเขต,7,,,สองสาม,ขต,200,200,221,222,223,23,400,283,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": null, ""votes"": null}, {""number"": 1, ""name"": ""นายอดิเรก ดวงจันนี"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": 4}, {""number"": 2, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": null, ""votes"": null}, {""number"": 4, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""พลังประชารัฐ"", ""votes"": 9}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": null, ""votes"": null}, {""number"": 6, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": 130}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 10, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 1}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.เก่าย่าดี-แบ่งเขต-หน่วยที่ 1-9.pdf,1,18,ชัยภูมิ,7,แก้งคร้อ,เก่าย่าดี,1-9,แบ่งเขต,สส.5/18,แบ่งเขต,7,1,1,เก่ายาว,แก้วโอ,400,269,221,222,223,23,426,112016,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": 44}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": null, ""votes"": null}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": 9}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": 164}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": 4}, {""number"": 6, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": 336}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": 1}, {""number"": 8, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": null}, {""number"": 9, ""name"": ""นายอดิเรก ดวงวันนี"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": 1}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": 9}, {""number"": 11, ""name"": ""นางอรุณณี ง่ามจิตสุวรรณ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.เก่าย่าดี-แบ่งเขต-หน่วยที่ 1-9.pdf,2,18,ชัยภูมิ,7,แก้งคร้อ,เก่าย่าดี,1-9,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.เก่าย่าดี-แบ่งเขต-หน่วยที่ 1-9.pdf,3,18,ชัยภูมิ,7,แก้งคร้อ,เก่าย่าดี,1-9,แบ่งเขต,สส.5/18,แบ่งเขต,7,1,4,ท่าอ่าง,ทศ,299,126,240,125,223,23,,126,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ 4."", ""votes"": null}, {""number"": 2, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 6, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": null}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 8, ""name"": ""นายอดิเรก ดวงจันนี"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี"", ""party"": ""งามจิตสุวรรณ"", ""votes"": null}]"
เขตเลือกตั้งที่ 3\อำเภอเทพสถิต\บ้านไร่-001-แบ่งเขต.PDF,1,40,ชัยภูมิ,3,เทพสถิต,บ้านไร่,001,แบ่งเขต,สส.5/18,แบ่งเขต,,,,บ้านไร่,ขต,525,4,520,222,223,23,,277,5,"[{""number"": 1, ""name"": ""นายสัมฤทธิ์ แทนทรัพย์"", ""party"": ""สังกัด"", ""votes"": null}, {""number"": 2, ""name"": ""นายวีระ ถนอมธรรม"", ""party"": ""ภูมิใจไทย"", ""votes"": 20}, {""number"": 3, ""name"": ""นายกฤษณ์ คูณรัตนศิริ"", ""party"": null, ""votes"": null}, {""number"": null, ""name"": ""นางสาวพิศมัย สร้อยสุวรรณ"", ""party"": null, ""votes"": null}, {""number"": null, ""name"": ""นายสนั่น พัชรเตชโสภณ"", ""party"": ""ประชาชน"", ""votes"": null}]"
เขตเลือกตั้งที่ 3\อำเภอเทพสถิต\บ้านไร่-001-แบ่งเขต.PDF,2,40,ชัยภูมิ,3,เทพสถิต,บ้านไร่,001,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 3\อำเภอเทพสถิต\บ้านไร่-001-แบ่งเขต.PDF,3,40,ชัยภูมิ,3,เทพสถิต,บ้านไร่,001,แบ่งเขต,สส.5/18,แบ่งเขต,,,,าล,ขต,4,20,221,222,223,23,60,,5,"[{""number"": 1, ""name"": ""นายสัมฤทธิ์"", ""party"": ""แทนทรัพย์"", ""votes"": null}, {""number"": 2, ""name"": ""นายวีระ ถนอมธรรม"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 3, ""name"": ""นายกฤษณ์ คูณรัตนศิริ"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 4, ""name"": ""นางสาวพิศมัย"", ""party"": ""สร้อยสุวรรณ"", ""votes"": null}, {""number"": 5, ""name"": ""นายสนั่น พัชรเดชโสภณ"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอคอนสวรรค์\ทต.คอนสวรรค์ โคกมั่งงอย-แบ่งเขต-หน่วยที่ 1-7.pdf,1,14,ชัยภูมิ,7,คอนสวรรค์,คอนสวรรค์ โคกมั่งงอย,1-7,แบ่งเขต,สส.5/18,แบ่งเขต,7,,,าล,คอนสวรรค์,61,400,221,222,60,23,,421,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 3, ""name"": ""นายพลากร ภูมินอก"", ""party"": null, ""votes"": null}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ 2"", ""votes"": null}, {""number"": 6, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": 180}, {""number"": 9, ""name"": ""นายอดิเรก ดวงจันนี"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": null, ""votes"": null}, {""number"": 22, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอคอนสวรรค์\ทต.คอนสวรรค์ โคกมั่งงอย-แบ่งเขต-หน่วยที่ 1-7.pdf,2,14,ชัยภูมิ,7,คอนสวรรค์,คอนสวรรค์ โคกมั่งงอย,1-7,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\อำเภอคอนสวรรค์\ทต.คอนสวรรค์ โคกมั่งงอย-แบ่งเขต-หน่วยที่ 1-7.pdf,3,14,ชัยภูมิ,7,คอนสวรรค์,คอนสวรรค์ โคกมั่งงอย,1-7,แบ่งเขต,สส.5/18,แบ่งเขต,7,,,าล,คลอง,44,800,221,222,223,23,40,989666,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 3, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""ภูมิใจไทย"", ""votes"": 872}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": null, ""votes"": null}, {""number"": 5, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": null, ""votes"": null}, {""number"": 6, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย ..10.18."", ""votes"": null}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 8, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": 1265}, {""number"": 9, ""name"": ""นายอดิเรก ดวงวันนี"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 3\อำเภอเทพสถิต\โป่งนก-001-แบ่งเขต.PDF,1,42,ชัยภูมิ,3,เทพสถิต,โป่งนก,001,แบ่งเขต,สส.5/18,แบ่งเขต,,,,,,44,2,221,222,223,23,,403,5,"[{""number"": 1, ""name"": ""นายสัมฤทธิ์ แทนทรัพย์"", ""party"": ""สังกัด"", ""votes"": 241}, {""number"": 2, ""name"": ""นายวีระ ถนอมธรรม"", ""party"": ""รวมไทยสร้างชาติ 0"", ""votes"": null}, {""number"": 3, ""name"": ""นายกฤษณ์ คูณรัตนศิริ"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 4, ""name"": ""นางสาวพิศมัย สร้อยสุวรรณ"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 5, ""name"": ""นายสนั่น พัชรเดชโสภณ"", ""party"": ""เพื่อไทย"", ""votes"": 109}]"
